,Status,Levels,Rooms,Materials,Engagement,labels,source
5126,livable temporarily displaced,no,1-2 rooms,windows,attorney,FS,unknown
5127,livable temporarily displaced,no,1-2 rooms,windows,public adjuster,FS,unknown
5128,livable temporarily displaced,no,1-2 rooms,exterior structure,no,CCC,unknown
5129,livable temporarily displaced,no,1-2 rooms,exterior structure,contractor,FS,unknown
5130,livable temporarily displaced,no,1-2 rooms,exterior structure,attorney,FS,unknown
5131,livable temporarily displaced,no,1-2 rooms,exterior structure,public adjuster,FS,unknown
5132,livable temporarily displaced,no,1-2 rooms,"exterior contents (grill, patio furniture, etc.)",no,CCC,unknown
5133,livable temporarily displaced,no,1-2 rooms,"exterior contents (grill, patio furniture, etc.)",contractor,FS,unknown
5134,livable temporarily displaced,no,1-2 rooms,"exterior contents (grill, patio furniture, etc.)",attorney,FS,unknown
5135,livable temporarily displaced,no,1-2 rooms,"exterior contents (grill, patio furniture, etc.)",public adjuster,FS,unknown
5136,livable temporarily displaced,no,3 rooms,no,no,CCC,unknown
5137,livable temporarily displaced,no,3 rooms,no,contractor,FS,unknown
5138,livable temporarily displaced,no,3 rooms,no,attorney,FS,unknown
5139,livable temporarily displaced,no,3 rooms,no,public adjuster,FS,unknown
5140,livable temporarily displaced,no,3 rooms,floors,no,CCC,unknown
5141,livable temporarily displaced,no,3 rooms,floors,contractor,FS,unknown
5142,livable temporarily displaced,no,3 rooms,floors,attorney,FS,unknown
5143,livable temporarily displaced,no,3 rooms,floors,public adjuster,FS,unknown
5144,livable temporarily displaced,no,3 rooms,walls,no,CCC,unknown
5145,livable temporarily displaced,no,3 rooms,walls,contractor,FS,unknown
5146,livable temporarily displaced,no,3 rooms,walls,attorney,FS,unknown
5147,livable temporarily displaced,no,3 rooms,walls,public adjuster,FS,unknown
5148,livable temporarily displaced,no,3 rooms,ceiling,no,CCC,unknown
5149,livable temporarily displaced,no,3 rooms,ceiling,contractor,FS,unknown
5150,livable temporarily displaced,no,3 rooms,ceiling,attorney,FS,unknown
5151,livable temporarily displaced,no,3 rooms,ceiling,public adjuster,FS,unknown
5152,livable temporarily displaced,no,3 rooms,cabinets,no,CCC,unknown
5153,livable temporarily displaced,no,3 rooms,cabinets,contractor,FS,unknown
5154,livable temporarily displaced,no,3 rooms,cabinets,attorney,FS,unknown
5155,livable temporarily displaced,no,3 rooms,cabinets,public adjuster,FS,unknown
5156,livable temporarily displaced,no,3 rooms,contents (personal belongings),no,CCC,unknown
5157,livable temporarily displaced,no,3 rooms,contents (personal belongings),contractor,FS,unknown
5158,livable temporarily displaced,no,3 rooms,contents (personal belongings),attorney,FS,unknown
5159,livable temporarily displaced,no,3 rooms,contents (personal belongings),public adjuster,FS,unknown
5160,livable temporarily displaced,no,3 rooms,roof,no,CCC,unknown
5161,livable temporarily displaced,no,3 rooms,roof,contractor,FS,unknown
5162,livable temporarily displaced,no,3 rooms,roof,attorney,FS,unknown
5163,livable temporarily displaced,no,3 rooms,roof,public adjuster,FS,unknown
5164,livable temporarily displaced,no,3 rooms,siding,no,CCC,unknown
5165,livable temporarily displaced,no,3 rooms,siding,contractor,FS,unknown
5166,livable temporarily displaced,no,3 rooms,siding,attorney,FS,unknown
5167,livable temporarily displaced,no,3 rooms,siding,public adjuster,FS,unknown
5168,livable temporarily displaced,no,3 rooms,hardscapes / fence,no,CCC,unknown
5169,livable temporarily displaced,no,3 rooms,hardscapes / fence,contractor,FS,unknown
5170,livable temporarily displaced,no,3 rooms,hardscapes / fence,attorney,FS,unknown
5171,livable temporarily displaced,no,3 rooms,hardscapes / fence,public adjuster,FS,unknown
5172,livable temporarily displaced,no,3 rooms,windows,no,CCC,unknown
5173,livable temporarily displaced,no,3 rooms,windows,contractor,FS,unknown
5174,livable temporarily displaced,no,3 rooms,windows,attorney,FS,unknown
5175,livable temporarily displaced,no,3 rooms,windows,public adjuster,FS,unknown
5176,livable temporarily displaced,no,3 rooms,exterior structure,no,CCC,unknown
5177,livable temporarily displaced,no,3 rooms,exterior structure,contractor,FS,unknown
5178,livable temporarily displaced,no,3 rooms,exterior structure,attorney,FS,unknown
5179,livable temporarily displaced,no,3 rooms,exterior structure,public adjuster,FS,unknown
5180,livable temporarily displaced,no,3 rooms,"exterior contents (grill, patio furniture, etc.)",no,CCC,unknown
5181,livable temporarily displaced,no,3 rooms,"exterior contents (grill, patio furniture, etc.)",contractor,FS,unknown
5182,livable temporarily displaced,no,3 rooms,"exterior contents (grill, patio furniture, etc.)",attorney,FS,unknown
5183,livable temporarily displaced,no,3 rooms,"exterior contents (grill, patio furniture, etc.)",public adjuster,FS,unknown
5184,livable temporarily displaced,no,4 rooms,no,no,CCC,unknown
5185,livable temporarily displaced,no,4 rooms,no,contractor,FS,unknown
5186,livable temporarily displaced,no,4 rooms,no,attorney,FS,unknown
5187,livable temporarily displaced,no,4 rooms,no,public adjuster,FS,unknown
5188,livable temporarily displaced,no,4 rooms,floors,no,CCC,unknown
5189,livable temporarily displaced,no,4 rooms,floors,contractor,FS,unknown
5190,livable temporarily displaced,no,4 rooms,floors,attorney,FS,unknown
5191,livable temporarily displaced,no,4 rooms,floors,public adjuster,FS,unknown
5192,livable temporarily displaced,no,4 rooms,walls,no,CCC,unknown
5193,livable temporarily displaced,no,4 rooms,walls,contractor,FS,unknown
5194,livable temporarily displaced,no,4 rooms,walls,attorney,FS,unknown
5195,livable temporarily displaced,no,4 rooms,walls,public adjuster,FS,unknown
5196,livable temporarily displaced,no,4 rooms,ceiling,no,CCC,unknown
5197,livable temporarily displaced,no,4 rooms,ceiling,contractor,FS,unknown
5198,livable temporarily displaced,no,4 rooms,ceiling,attorney,FS,unknown
5199,livable temporarily displaced,no,4 rooms,ceiling,public adjuster,FS,unknown
5200,livable temporarily displaced,no,4 rooms,cabinets,no,CCC,unknown
5201,livable temporarily displaced,no,4 rooms,cabinets,contractor,FS,unknown
5202,livable temporarily displaced,no,4 rooms,cabinets,attorney,FS,unknown
5203,livable temporarily displaced,no,4 rooms,cabinets,public adjuster,FS,unknown
5204,livable temporarily displaced,no,4 rooms,contents (personal belongings),no,CCC,unknown
5205,livable temporarily displaced,no,4 rooms,contents (personal belongings),contractor,FS,unknown
5206,livable temporarily displaced,no,4 rooms,contents (personal belongings),attorney,FS,unknown
5207,livable temporarily displaced,no,4 rooms,contents (personal belongings),public adjuster,FS,unknown
5208,livable temporarily displaced,no,4 rooms,roof,no,CCC,unknown
5209,livable temporarily displaced,no,4 rooms,roof,contractor,FS,unknown
5210,livable temporarily displaced,no,4 rooms,roof,attorney,FS,unknown
5211,livable temporarily displaced,no,4 rooms,roof,public adjuster,FS,unknown
5212,livable temporarily displaced,no,4 rooms,siding,no,CCC,unknown
5213,livable temporarily displaced,no,4 rooms,siding,contractor,FS,unknown
5214,livable temporarily displaced,no,4 rooms,siding,attorney,FS,unknown
5215,livable temporarily displaced,no,4 rooms,siding,public adjuster,FS,unknown
5216,livable temporarily displaced,no,4 rooms,hardscapes / fence,no,CCC,unknown
5217,livable temporarily displaced,no,4 rooms,hardscapes / fence,contractor,FS,unknown
5218,livable temporarily displaced,no,4 rooms,hardscapes / fence,attorney,FS,unknown
5219,livable temporarily displaced,no,4 rooms,hardscapes / fence,public adjuster,FS,unknown
5220,livable temporarily displaced,no,4 rooms,windows,no,CCC,unknown
5221,livable temporarily displaced,no,4 rooms,windows,contractor,FS,unknown
5222,livable temporarily displaced,no,4 rooms,windows,attorney,FS,unknown
5223,livable temporarily displaced,no,4 rooms,windows,public adjuster,FS,unknown
5224,livable temporarily displaced,no,4 rooms,exterior structure,no,CCC,unknown
5225,livable temporarily displaced,no,4 rooms,exterior structure,contractor,FS,unknown
5226,livable temporarily displaced,no,4 rooms,exterior structure,attorney,FS,unknown
5227,livable temporarily displaced,no,4 rooms,exterior structure,public adjuster,FS,unknown
5228,livable temporarily displaced,no,4 rooms,"exterior contents (grill, patio furniture, etc.)",no,CCC,unknown
5229,livable temporarily displaced,no,4 rooms,"exterior contents (grill, patio furniture, etc.)",contractor,FS,unknown
5230,livable temporarily displaced,no,4 rooms,"exterior contents (grill, patio furniture, etc.)",attorney,FS,unknown
5231,livable temporarily displaced,no,4 rooms,"exterior contents (grill, patio furniture, etc.)",public adjuster,FS,unknown
5232,livable temporarily displaced,no,5 or more rooms,no,no,CCC,unknown
5233,livable temporarily displaced,no,5 or more rooms,no,contractor,FS,unknown
5234,livable temporarily displaced,no,5 or more rooms,no,attorney,FS,unknown
5235,livable temporarily displaced,no,5 or more rooms,no,public adjuster,FS,unknown
5236,livable temporarily displaced,no,5 or more rooms,floors,no,CCC,unknown
5237,livable temporarily displaced,no,5 or more rooms,floors,contractor,FS,unknown
5238,livable temporarily displaced,no,5 or more rooms,floors,attorney,FS,unknown
5239,livable temporarily displaced,no,5 or more rooms,floors,public adjuster,FS,unknown
5240,livable temporarily displaced,no,5 or more rooms,walls,no,CCC,unknown
5241,livable temporarily displaced,no,5 or more rooms,walls,contractor,FS,unknown
5242,livable temporarily displaced,no,5 or more rooms,walls,attorney,FS,unknown
5243,livable temporarily displaced,no,5 or more rooms,walls,public adjuster,FS,unknown
5244,livable temporarily displaced,no,5 or more rooms,ceiling,no,CCC,unknown
5245,livable temporarily displaced,no,5 or more rooms,ceiling,contractor,FS,unknown
5246,livable temporarily displaced,no,5 or more rooms,ceiling,attorney,FS,unknown
5247,livable temporarily displaced,no,5 or more rooms,ceiling,public adjuster,FS,unknown
5248,livable temporarily displaced,no,5 or more rooms,cabinets,no,CCC,unknown
5249,livable temporarily displaced,no,5 or more rooms,cabinets,contractor,FS,unknown
5250,livable temporarily displaced,no,5 or more rooms,cabinets,attorney,FS,unknown
5251,livable temporarily displaced,no,5 or more rooms,cabinets,public adjuster,FS,unknown
5252,livable temporarily displaced,no,5 or more rooms,contents (personal belongings),no,CCC,unknown
5253,livable temporarily displaced,no,5 or more rooms,contents (personal belongings),contractor,FS,unknown
5254,livable temporarily displaced,no,5 or more rooms,contents (personal belongings),attorney,FS,unknown
5255,livable temporarily displaced,no,5 or more rooms,contents (personal belongings),public adjuster,FS,unknown
5256,livable temporarily displaced,no,5 or more rooms,roof,no,CCC,unknown
5257,livable temporarily displaced,no,5 or more rooms,roof,contractor,FS,unknown
5258,livable temporarily displaced,no,5 or more rooms,roof,attorney,FS,unknown
5259,livable temporarily displaced,no,5 or more rooms,roof,public adjuster,FS,unknown
5260,livable temporarily displaced,no,5 or more rooms,siding,no,CCC,unknown
5261,livable temporarily displaced,no,5 or more rooms,siding,contractor,FS,unknown
5262,livable temporarily displaced,no,5 or more rooms,siding,attorney,FS,unknown
5263,livable temporarily displaced,no,5 or more rooms,siding,public adjuster,FS,unknown
5264,livable temporarily displaced,no,5 or more rooms,hardscapes / fence,no,CCC,unknown
5265,livable temporarily displaced,no,5 or more rooms,hardscapes / fence,contractor,FS,unknown
5266,livable temporarily displaced,no,5 or more rooms,hardscapes / fence,attorney,FS,unknown
5267,livable temporarily displaced,no,5 or more rooms,hardscapes / fence,public adjuster,FS,unknown
5268,livable temporarily displaced,no,5 or more rooms,windows,no,CCC,unknown
5269,livable temporarily displaced,no,5 or more rooms,windows,contractor,FS,unknown
5270,livable temporarily displaced,no,5 or more rooms,windows,attorney,FS,unknown
5271,livable temporarily displaced,no,5 or more rooms,windows,public adjuster,FS,unknown
5272,livable temporarily displaced,no,5 or more rooms,exterior structure,no,CCC,unknown
5273,livable temporarily displaced,no,5 or more rooms,exterior structure,contractor,FS,unknown
5274,livable temporarily displaced,no,5 or more rooms,exterior structure,attorney,FS,unknown
5275,livable temporarily displaced,no,5 or more rooms,exterior structure,public adjuster,FS,unknown
5276,livable temporarily displaced,no,5 or more rooms,"exterior contents (grill, patio furniture, etc.)",no,CCC,unknown
5277,livable temporarily displaced,no,5 or more rooms,"exterior contents (grill, patio furniture, etc.)",contractor,FS,unknown
5278,livable temporarily displaced,no,5 or more rooms,"exterior contents (grill, patio furniture, etc.)",attorney,FS,unknown
5279,livable temporarily displaced,no,5 or more rooms,"exterior contents (grill, patio furniture, etc.)",public adjuster,FS,unknown
5280,unlivable displaced,no,no,no,no,CCC,unknown
5281,unlivable displaced,no,no,no,contractor,FS,unknown
5282,unlivable displaced,no,no,no,attorney,FS,unknown
5283,unlivable displaced,no,no,no,public adjuster,FS,unknown
5284,unlivable displaced,no,no,floors,no,CCC,unknown
5285,unlivable displaced,no,no,floors,contractor,FS,unknown
5286,unlivable displaced,no,no,floors,attorney,FS,unknown
5287,unlivable displaced,no,no,floors,public adjuster,FS,unknown
5288,unlivable displaced,no,no,walls,no,CCC,unknown
5289,unlivable displaced,no,no,walls,contractor,FS,unknown
5290,unlivable displaced,no,no,walls,attorney,FS,unknown
5291,unlivable displaced,no,no,walls,public adjuster,FS,unknown
5292,unlivable displaced,no,no,ceiling,no,CCC,unknown
5293,unlivable displaced,no,no,ceiling,contractor,FS,unknown
5294,unlivable displaced,no,no,ceiling,attorney,FS,unknown
5295,unlivable displaced,no,no,ceiling,public adjuster,FS,unknown
5296,unlivable displaced,no,no,cabinets,no,CCC,unknown
5297,unlivable displaced,no,no,cabinets,contractor,FS,unknown
5298,unlivable displaced,no,no,cabinets,attorney,FS,unknown
5299,unlivable displaced,no,no,cabinets,public adjuster,FS,unknown
5300,unlivable displaced,no,no,contents (personal belongings),no,CCC,unknown
5301,unlivable displaced,no,no,contents (personal belongings),contractor,FS,unknown
5302,unlivable displaced,no,no,contents (personal belongings),attorney,FS,unknown
5303,unlivable displaced,no,no,contents (personal belongings),public adjuster,FS,unknown
5304,unlivable displaced,no,no,roof,no,CCC,unknown
5305,unlivable displaced,no,no,roof,contractor,FS,unknown
5306,unlivable displaced,no,no,roof,attorney,FS,unknown
5307,unlivable displaced,no,no,roof,public adjuster,FS,unknown
5308,unlivable displaced,no,no,siding,no,CCC,unknown
5309,unlivable displaced,no,no,siding,contractor,FS,unknown
5310,unlivable displaced,no,no,siding,attorney,FS,unknown
5311,unlivable displaced,no,no,siding,public adjuster,FS,unknown
5312,unlivable displaced,no,no,hardscapes / fence,no,CCC,unknown
5313,unlivable displaced,no,no,hardscapes / fence,contractor,FS,unknown
5314,unlivable displaced,no,no,hardscapes / fence,attorney,FS,unknown
5315,unlivable displaced,no,no,hardscapes / fence,public adjuster,FS,unknown
5316,unlivable displaced,no,no,windows,no,CCC,unknown
5317,unlivable displaced,no,no,windows,contractor,FS,unknown
5318,unlivable displaced,no,no,windows,attorney,FS,unknown
5319,unlivable displaced,no,no,windows,public adjuster,FS,unknown
5320,unlivable displaced,no,no,exterior structure,no,CCC,unknown
5321,unlivable displaced,no,no,exterior structure,contractor,FS,unknown
5322,unlivable displaced,no,no,exterior structure,attorney,FS,unknown
5323,unlivable displaced,no,no,exterior structure,public adjuster,FS,unknown
5324,unlivable displaced,no,no,"exterior contents (grill, patio furniture, etc.)",no,CCC,unknown
5325,unlivable displaced,no,no,"exterior contents (grill, patio furniture, etc.)",contractor,FS,unknown
5326,unlivable displaced,no,no,"exterior contents (grill, patio furniture, etc.)",attorney,FS,unknown
5327,unlivable displaced,no,no,"exterior contents (grill, patio furniture, etc.)",public adjuster,FS,unknown
5328,unlivable displaced,no,1-2 rooms,no,no,CCC,unknown
5329,unlivable displaced,no,1-2 rooms,no,contractor,FS,unknown
5330,unlivable displaced,no,1-2 rooms,no,attorney,FS,unknown
5331,unlivable displaced,no,1-2 rooms,no,public adjuster,FS,unknown
5332,unlivable displaced,no,1-2 rooms,floors,no,CCC,unknown
5333,unlivable displaced,no,1-2 rooms,floors,contractor,FS,unknown
5334,unlivable displaced,no,1-2 rooms,floors,attorney,FS,unknown
5335,unlivable displaced,no,1-2 rooms,floors,public adjuster,FS,unknown
5336,unlivable displaced,no,1-2 rooms,walls,no,CCC,unknown
5337,unlivable displaced,no,1-2 rooms,walls,contractor,FS,unknown
5338,unlivable displaced,no,1-2 rooms,walls,attorney,FS,unknown
5339,unlivable displaced,no,1-2 rooms,walls,public adjuster,FS,unknown
5340,unlivable displaced,no,1-2 rooms,ceiling,no,CCC,unknown
5341,unlivable displaced,no,1-2 rooms,ceiling,contractor,FS,unknown
5342,unlivable displaced,no,1-2 rooms,ceiling,attorney,FS,unknown
5343,unlivable displaced,no,1-2 rooms,ceiling,public adjuster,FS,unknown
5344,unlivable displaced,no,1-2 rooms,cabinets,no,CCC,unknown
5345,unlivable displaced,no,1-2 rooms,cabinets,contractor,FS,unknown
5346,unlivable displaced,no,1-2 rooms,cabinets,attorney,FS,unknown
5347,unlivable displaced,no,1-2 rooms,cabinets,public adjuster,FS,unknown
5348,unlivable displaced,no,1-2 rooms,contents (personal belongings),no,CCC,unknown
5349,unlivable displaced,no,1-2 rooms,contents (personal belongings),contractor,FS,unknown
5350,unlivable displaced,no,1-2 rooms,contents (personal belongings),attorney,FS,unknown
5351,unlivable displaced,no,1-2 rooms,contents (personal belongings),public adjuster,FS,unknown
5352,unlivable displaced,no,1-2 rooms,roof,no,CCC,unknown
5353,unlivable displaced,no,1-2 rooms,roof,contractor,FS,unknown
5354,unlivable displaced,no,1-2 rooms,roof,attorney,FS,unknown
5355,unlivable displaced,no,1-2 rooms,roof,public adjuster,FS,unknown
5356,unlivable displaced,no,1-2 rooms,siding,no,CCC,unknown
5357,unlivable displaced,no,1-2 rooms,siding,contractor,FS,unknown
5358,unlivable displaced,no,1-2 rooms,siding,attorney,FS,unknown
5359,unlivable displaced,no,1-2 rooms,siding,public adjuster,FS,unknown
5360,unlivable displaced,no,1-2 rooms,hardscapes / fence,no,CCC,unknown
5361,unlivable displaced,no,1-2 rooms,hardscapes / fence,contractor,FS,unknown
5362,unlivable displaced,no,1-2 rooms,hardscapes / fence,attorney,FS,unknown
5363,unlivable displaced,no,1-2 rooms,hardscapes / fence,public adjuster,FS,unknown
5364,unlivable displaced,no,1-2 rooms,windows,no,CCC,unknown
5365,unlivable displaced,no,1-2 rooms,windows,contractor,FS,unknown
5366,unlivable displaced,no,1-2 rooms,windows,attorney,FS,unknown
5367,unlivable displaced,no,1-2 rooms,windows,public adjuster,FS,unknown
5368,unlivable displaced,no,1-2 rooms,exterior structure,no,CCC,unknown
5369,unlivable displaced,no,1-2 rooms,exterior structure,contractor,FS,unknown
5370,unlivable displaced,no,1-2 rooms,exterior structure,attorney,FS,unknown
5371,unlivable displaced,no,1-2 rooms,exterior structure,public adjuster,FS,unknown
5372,unlivable displaced,no,1-2 rooms,"exterior contents (grill, patio furniture, etc.)",no,CCC,unknown
5373,unlivable displaced,no,1-2 rooms,"exterior contents (grill, patio furniture, etc.)",contractor,FS,unknown
5374,unlivable displaced,no,1-2 rooms,"exterior contents (grill, patio furniture, etc.)",attorney,FS,unknown
5375,unlivable displaced,no,1-2 rooms,"exterior contents (grill, patio furniture, etc.)",public adjuster,FS,unknown
5376,unlivable displaced,no,3 rooms,no,no,CCC,unknown
5377,unlivable displaced,no,3 rooms,no,contractor,FS,unknown
5378,unlivable displaced,no,3 rooms,no,attorney,FS,unknown
5379,unlivable displaced,no,3 rooms,no,public adjuster,FS,unknown
5380,unlivable displaced,no,3 rooms,floors,no,CCC,unknown
5381,unlivable displaced,no,3 rooms,floors,contractor,FS,unknown
5382,unlivable displaced,no,3 rooms,floors,attorney,FS,unknown
5383,unlivable displaced,no,3 rooms,floors,public adjuster,FS,unknown
5384,unlivable displaced,no,3 rooms,walls,no,CCC,unknown
5385,unlivable displaced,no,3 rooms,walls,contractor,FS,unknown
5386,unlivable displaced,no,3 rooms,walls,attorney,FS,unknown
5387,unlivable displaced,no,3 rooms,walls,public adjuster,FS,unknown
5388,unlivable displaced,no,3 rooms,ceiling,no,CCC,unknown
5389,unlivable displaced,no,3 rooms,ceiling,contractor,FS,unknown
5390,unlivable displaced,no,3 rooms,ceiling,attorney,FS,unknown
5391,unlivable displaced,no,3 rooms,ceiling,public adjuster,FS,unknown
5392,unlivable displaced,no,3 rooms,cabinets,no,CCC,unknown
5393,unlivable displaced,no,3 rooms,cabinets,contractor,FS,unknown
5394,unlivable displaced,no,3 rooms,cabinets,attorney,FS,unknown
5395,unlivable displaced,no,3 rooms,cabinets,public adjuster,FS,unknown
5396,unlivable displaced,no,3 rooms,contents (personal belongings),no,CCC,unknown
5397,unlivable displaced,no,3 rooms,contents (personal belongings),contractor,FS,unknown
5398,unlivable displaced,no,3 rooms,contents (personal belongings),attorney,FS,unknown
5399,unlivable displaced,no,3 rooms,contents (personal belongings),public adjuster,FS,unknown
5400,unlivable displaced,no,3 rooms,roof,no,CCC,unknown
5401,unlivable displaced,no,3 rooms,roof,contractor,FS,unknown
5402,unlivable displaced,no,3 rooms,roof,attorney,FS,unknown
5403,unlivable displaced,no,3 rooms,roof,public adjuster,FS,unknown
5404,unlivable displaced,no,3 rooms,siding,no,CCC,unknown
5405,unlivable displaced,no,3 rooms,siding,contractor,FS,unknown
5406,unlivable displaced,no,3 rooms,siding,attorney,FS,unknown
5407,unlivable displaced,no,3 rooms,siding,public adjuster,FS,unknown
5408,unlivable displaced,no,3 rooms,hardscapes / fence,no,CCC,unknown
5409,unlivable displaced,no,3 rooms,hardscapes / fence,contractor,FS,unknown
5410,unlivable displaced,no,3 rooms,hardscapes / fence,attorney,FS,unknown
5411,unlivable displaced,no,3 rooms,hardscapes / fence,public adjuster,FS,unknown
5412,unlivable displaced,no,3 rooms,windows,no,CCC,unknown
5413,unlivable displaced,no,3 rooms,windows,contractor,FS,unknown
5414,unlivable displaced,no,3 rooms,windows,attorney,FS,unknown
5415,unlivable displaced,no,3 rooms,windows,public adjuster,FS,unknown
5416,unlivable displaced,no,3 rooms,exterior structure,no,CCC,unknown
5417,unlivable displaced,no,3 rooms,exterior structure,contractor,FS,unknown
5418,unlivable displaced,no,3 rooms,exterior structure,attorney,FS,unknown
5419,unlivable displaced,no,3 rooms,exterior structure,public adjuster,FS,unknown
5420,unlivable displaced,no,3 rooms,"exterior contents (grill, patio furniture, etc.)",no,CCC,unknown
5421,unlivable displaced,no,3 rooms,"exterior contents (grill, patio furniture, etc.)",contractor,FS,unknown
5422,unlivable displaced,no,3 rooms,"exterior contents (grill, patio furniture, etc.)",attorney,FS,unknown
5423,unlivable displaced,no,3 rooms,"exterior contents (grill, patio furniture, etc.)",public adjuster,FS,unknown
5424,unlivable displaced,no,4 rooms,no,no,CCC,unknown
5425,unlivable displaced,no,4 rooms,no,contractor,FS,unknown
5426,unlivable displaced,no,4 rooms,no,attorney,FS,unknown
5427,unlivable displaced,no,4 rooms,no,public adjuster,FS,unknown
5428,unlivable displaced,no,4 rooms,floors,no,CCC,unknown
5429,unlivable displaced,no,4 rooms,floors,contractor,FS,unknown
5430,unlivable displaced,no,4 rooms,floors,attorney,FS,unknown
5431,unlivable displaced,no,4 rooms,floors,public adjuster,FS,unknown
5432,unlivable displaced,no,4 rooms,walls,no,CCC,unknown
5433,unlivable displaced,no,4 rooms,walls,contractor,FS,unknown
5434,unlivable displaced,no,4 rooms,walls,attorney,FS,unknown
5435,unlivable displaced,no,4 rooms,walls,public adjuster,FS,unknown
5436,unlivable displaced,no,4 rooms,ceiling,no,CCC,unknown
5437,unlivable displaced,no,4 rooms,ceiling,contractor,FS,unknown
5438,unlivable displaced,no,4 rooms,ceiling,attorney,FS,unknown
5439,unlivable displaced,no,4 rooms,ceiling,public adjuster,FS,unknown
5440,unlivable displaced,no,4 rooms,cabinets,no,CCC,unknown
5441,unlivable displaced,no,4 rooms,cabinets,contractor,FS,unknown
5442,unlivable displaced,no,4 rooms,cabinets,attorney,FS,unknown
5443,unlivable displaced,no,4 rooms,cabinets,public adjuster,FS,unknown
5444,unlivable displaced,no,4 rooms,contents (personal belongings),no,CCC,unknown
5445,unlivable displaced,no,4 rooms,contents (personal belongings),contractor,FS,unknown
5446,unlivable displaced,no,4 rooms,contents (personal belongings),attorney,FS,unknown
5447,unlivable displaced,no,4 rooms,contents (personal belongings),public adjuster,FS,unknown
5448,unlivable displaced,no,4 rooms,roof,no,CCC,unknown
5449,unlivable displaced,no,4 rooms,roof,contractor,FS,unknown
5450,unlivable displaced,no,4 rooms,roof,attorney,FS,unknown
5451,unlivable displaced,no,4 rooms,roof,public adjuster,FS,unknown
5452,unlivable displaced,no,4 rooms,siding,no,CCC,unknown
5453,unlivable displaced,no,4 rooms,siding,contractor,FS,unknown
5454,unlivable displaced,no,4 rooms,siding,attorney,FS,unknown
5455,unlivable displaced,no,4 rooms,siding,public adjuster,FS,unknown
5456,unlivable displaced,no,4 rooms,hardscapes / fence,no,CCC,unknown
5457,unlivable displaced,no,4 rooms,hardscapes / fence,contractor,FS,unknown
5458,unlivable displaced,no,4 rooms,hardscapes / fence,attorney,FS,unknown
5459,unlivable displaced,no,4 rooms,hardscapes / fence,public adjuster,FS,unknown
5460,unlivable displaced,no,4 rooms,windows,no,CCC,unknown
5461,unlivable displaced,no,4 rooms,windows,contractor,FS,unknown
5462,unlivable displaced,no,4 rooms,windows,attorney,FS,unknown
5463,unlivable displaced,no,4 rooms,windows,public adjuster,FS,unknown
5464,unlivable displaced,no,4 rooms,exterior structure,no,CCC,unknown
5465,unlivable displaced,no,4 rooms,exterior structure,contractor,FS,unknown
5466,unlivable displaced,no,4 rooms,exterior structure,attorney,FS,unknown
5467,unlivable displaced,no,4 rooms,exterior structure,public adjuster,FS,unknown
5468,unlivable displaced,no,4 rooms,"exterior contents (grill, patio furniture, etc.)",no,CCC,unknown
5469,unlivable displaced,no,4 rooms,"exterior contents (grill, patio furniture, etc.)",contractor,FS,unknown
5470,unlivable displaced,no,4 rooms,"exterior contents (grill, patio furniture, etc.)",attorney,FS,unknown
5471,unlivable displaced,no,4 rooms,"exterior contents (grill, patio furniture, etc.)",public adjuster,FS,unknown
5472,unlivable displaced,no,5 or more rooms,no,no,CCC,unknown
5473,unlivable displaced,no,5 or more rooms,no,contractor,FS,unknown
5474,unlivable displaced,no,5 or more rooms,no,attorney,FS,unknown
5475,unlivable displaced,no,5 or more rooms,no,public adjuster,FS,unknown
5476,unlivable displaced,no,5 or more rooms,floors,no,CCC,unknown
5477,unlivable displaced,no,5 or more rooms,floors,contractor,FS,unknown
5478,unlivable displaced,no,5 or more rooms,floors,attorney,FS,unknown
5479,unlivable displaced,no,5 or more rooms,floors,public adjuster,FS,unknown
5480,unlivable displaced,no,5 or more rooms,walls,no,CCC,unknown
5481,unlivable displaced,no,5 or more rooms,walls,contractor,FS,unknown
5482,unlivable displaced,no,5 or more rooms,walls,attorney,FS,unknown
5483,unlivable displaced,no,5 or more rooms,walls,public adjuster,FS,unknown
5484,unlivable displaced,no,5 or more rooms,ceiling,no,CCC,unknown
5485,unlivable displaced,no,5 or more rooms,ceiling,contractor,FS,unknown
5486,unlivable displaced,no,5 or more rooms,ceiling,attorney,FS,unknown
5487,unlivable displaced,no,5 or more rooms,ceiling,public adjuster,FS,unknown
5488,unlivable displaced,no,5 or more rooms,cabinets,no,CCC,unknown
5489,unlivable displaced,no,5 or more rooms,cabinets,contractor,FS,unknown
5490,unlivable displaced,no,5 or more rooms,cabinets,attorney,FS,unknown
5491,unlivable displaced,no,5 or more rooms,cabinets,public adjuster,FS,unknown
5492,unlivable displaced,no,5 or more rooms,contents (personal belongings),no,CCC,unknown
5493,unlivable displaced,no,5 or more rooms,contents (personal belongings),contractor,FS,unknown
5494,unlivable displaced,no,5 or more rooms,contents (personal belongings),attorney,FS,unknown
5495,unlivable displaced,no,5 or more rooms,contents (personal belongings),public adjuster,FS,unknown
5496,unlivable displaced,no,5 or more rooms,roof,no,CCC,unknown
5497,unlivable displaced,no,5 or more rooms,roof,contractor,FS,unknown
5498,unlivable displaced,no,5 or more rooms,roof,attorney,FS,unknown
5499,unlivable displaced,no,5 or more rooms,roof,public adjuster,FS,unknown
